,Country,TradeValue,Year,Month,TransactionType
1403,Saudi Arabia,1850403857,2020,03,Import
1404,Saudi Arabia,548123854,2020,03,Export
1405,Saudi Arabia,229599698,2020,04,Export
1406,Saudi Arabia,965754434,2020,04,Import
1407,Saudi Arabia,808508914,2020,05,Import
1408,Saudi Arabia,373928597,2020,05,Export
1409,Saudi Arabia,915639159,2020,06,Import
1410,Saudi Arabia,483517860,2020,06,Export
1411,Saudi Arabia,1222422191,2020,07,Import
1412,Saudi Arabia,457060339,2020,07,Export
1413,Saudi Arabia,1321354088,2020,08,Import
1414,Saudi Arabia,437537195,2020,08,Export
1415,Saudi Arabia,628942839,2020,09,Export
1416,Saudi Arabia,1244868447,2020,09,Import
1417,Saudi Arabia,478029935,2020,10,Export
1418,Saudi Arabia,1399107199,2020,10,Import
1419,Saudi Arabia,512010784,2020,11,Export
1420,Saudi Arabia,1357155292,2020,11,Import
1421,Saudi Arabia,664790491,2020,12,Export
1422,Saudi Arabia,2062425147,2020,12,Import
1423,Saudi Arabia,1745530150,2021,01,Import
1424,Saudi Arabia,535102748,2021,01,Export
1425,Singapore,1257246365,2019,01,Import
1426,Singapore,693063229,2019,01,Export
1427,Singapore,1351078944,2019,02,Import
1428,Singapore,830412898,2019,02,Export
1429,Singapore,1478145687,2019,03,Import
1430,Singapore,2063541907,2019,03,Export
1431,Singapore,1224069751,2019,04,Import
1432,Singapore,1074804853,2019,04,Export
1433,Singapore,1379951477,2019,05,Import
1434,Singapore,1419824442,2019,05,Export
1435,Singapore,1314049719,2019,06,Import
1436,Singapore,681726094,2019,06,Export
1437,Singapore,1418226815,2019,07,Import
1438,Singapore,976021432,2019,07,Export
1439,Singapore,732403633,2019,08,Export
1440,Singapore,1125447584,2019,08,Import
1441,Singapore,1122271956,2019,09,Import
1442,Singapore,780677574,2019,09,Export
1443,Singapore,1142199566,2019,10,Import
1444,Singapore,476108852,2019,10,Export
1445,Singapore,994727850,2019,11,Import
1446,Singapore,538842124,2019,11,Export
1447,Singapore,1095233588,2019,12,Import
1448,Singapore,508123203,2019,12,Export
1449,Singapore,1378781166,2020,01,Import
1450,Singapore,650853028,2020,01,Export
1451,Singapore,681374779,2020,02,Export
1452,Singapore,1583082740,2020,02,Import
1453,Singapore,608460179,2020,03,Export
1454,Singapore,969703784,2020,03,Import
1455,Singapore,829113051,2020,04,Export
1456,Singapore,462374397,2020,04,Import
1457,Singapore,657994751,2020,05,Export
1458,Singapore,695916233,2020,05,Import
1459,Singapore,653371638,2020,06,Import
1460,Singapore,906808844,2020,06,Export
1461,Singapore,872636404,2020,07,Import
1462,Singapore,604230121,2020,07,Export
1463,Singapore,869684283,2020,08,Import
1464,Singapore,615754783,2020,08,Export
1465,Singapore,776499681,2020,09,Export
1466,Singapore,1183215507,2020,09,Import
1467,Singapore,643420225,2020,10,Export
1468,Singapore,1302828658,2020,10,Import
1469,Singapore,493755870,2020,11,Export
1470,Singapore,1029325139,2020,11,Import
1471,Singapore,795619463,2020,12,Export
1472,Singapore,1327479625,2020,12,Import
1473,Singapore,1521295519,2021,01,Import
1474,Singapore,679083552,2021,01,Export
1475,Viet Nam,566680411,2019,01,Import
1476,Viet Nam,443390158,2019,01,Export
1477,Viet Nam,507435395,2019,02,Import
1478,Viet Nam,440523936,2019,02,Export
1479,Viet Nam,530035748,2019,03,Import
1480,Viet Nam,584514599,2019,03,Export
1481,Viet Nam,659594842,2019,04,Import
1482,Viet Nam,449712955,2019,04,Export
1483,Viet Nam,780444951,2019,05,Import
1484,Viet Nam,379148389,2019,05,Export
1485,Viet Nam,717388866,2019,06,Import
1486,Viet Nam,334881435,2019,06,Export
1487,Viet Nam,747077102,2019,07,Import
1488,Viet Nam,422461210,2019,07,Export
1489,Viet Nam,457748776,2019,08,Export
1490,Viet Nam,726039864,2019,08,Import
1491,Viet Nam,717282950,2019,09,Import
1492,Viet Nam,502452199,2019,09,Export
1493,Viet Nam,600601974,2019,10,Import
1494,Viet Nam,505939848,2019,10,Export
1495,Viet Nam,481979478,2019,11,Import
1496,Viet Nam,530918992,2019,11,Export
1497,Viet Nam,416181354,2019,12,Import
1498,Viet Nam,456252361,2019,12,Export
1499,Viet Nam,466277666,2020,01,Import
1500,Viet Nam,372771799,2020,01,Export
1501,Viet Nam,345679686,2020,02,Export
1502,Viet Nam,534624535,2020,02,Import
1503,Viet Nam,436162418,2020,03,Import
1504,Viet Nam,302591850,2020,03,Export
1505,Viet Nam,172448942,2020,04,Export
1506,Viet Nam,239961513,2020,04,Import
1507,Viet Nam,326467941,2020,05,Import
1508,Viet Nam,385714201,2020,05,Export
1509,Viet Nam,435423807,2020,06,Import
1510,Viet Nam,478042961,2020,06,Export
1511,Viet Nam,410315836,2020,07,Import
1512,Viet Nam,498214280,2020,07,Export
1513,Viet Nam,484512508,2020,08,Import
1514,Viet Nam,370941988,2020,08,Export
1515,Viet Nam,328049006,2020,09,Export
1516,Viet Nam,608223712,2020,09,Import
1517,Viet Nam,381611368,2020,10,Export
1518,Viet Nam,624106503,2020,10,Import
1519,Viet Nam,373365827,2020,11,Export
1520,Viet Nam,513013187,2020,11,Import
1521,Viet Nam,479125627,2020,12,Export
1522,Viet Nam,478090908,2020,12,Import
1523,Viet Nam,435539424,2021,01,Export
1524,Viet Nam,687067568,2021,01,Import
1525,Somalia,1944986,2019,01,Import
1526,Somalia,61726075,2019,01,Export
1527,Somalia,1714731,2019,02,Import
1528,Somalia,62250197,2019,02,Export
1529,Somalia,3866788,2019,03,Import
1530,Somalia,67201265,2019,03,Export
1531,Somalia,5079884,2019,04,Import
1532,Somalia,66059202,2019,04,Export
1533,Somalia,2768650,2019,05,Import
1534,Somalia,47971237,2019,05,Export
1535,Somalia,2609623,2019,06,Import
1536,Somalia,35600555,2019,06,Export
1537,Somalia,295587,2019,07,Import
1538,Somalia,37965341,2019,07,Export
1539,Somalia,39626901,2019,08,Export
1540,Somalia,819388,2019,08,Import
1541,Somalia,897812,2019,09,Import
1542,Somalia,50027806,2019,09,Export
1543,Somalia,993827,2019,10,Import
1544,Somalia,59403634,2019,10,Export
1545,Somalia,347823,2019,11,Import
1546,Somalia,42525052,2019,11,Export
1547,Somalia,558192,2019,12,Import
1548,Somalia,44103401,2019,12,Export
1549,Somalia,364611,2020,01,Import
1550,Somalia,46311938,2020,01,Export
1551,Somalia,54286011,2020,02,Export
1552,Somalia,14406,2020,02,Import
1553,Somalia,55986777,2020,03,Export
1554,Somalia,299645,2020,03,Import
1555,Somalia,31818419,2020,04,Export
1556,Somalia,1033021,2020,04,Import
1557,Somalia,1928734,2020,05,Import
1558,Somalia,38226566,2020,05,Export
1559,Somalia,141034,2020,06,Import
1560,Somalia,36511299,2020,06,Export
1561,Somalia,43482875,2020,07,Export
1562,Somalia,23253,2020,08,Import
1563,Somalia,44387945,2020,08,Export
1564,Somalia,50650609,2020,09,Export
1565,Somalia,437467,2020,09,Import
1566,Somalia,59237925,2020,10,Export
1567,Somalia,116254,2020,10,Import
1568,Somalia,44344406,2020,11,Export
1569,Somalia,393855,2020,11,Import
1570,Somalia,38318073,2020,12,Export
1571,Somalia,286746,2020,12,Import
1572,Somalia,557372,2021,01,Import
1573,Somalia,48630989,2021,01,Export
1574,South Africa,714270584,2019,01,Import
1575,South Africa,260494936,2019,01,Export
1576,South Africa,384336471,2019,02,Import
1577,South Africa,256469007,2019,02,Export
1578,South Africa,558663021,2019,03,Import
1579,South Africa,336335288,2019,03,Export
1580,South Africa,616169107,2019,04,Import
1581,South Africa,267360089,2019,04,Export
1582,South Africa,628254918,2019,05,Import
1583,South Africa,348766038,2019,05,Export
1584,South Africa,531158363,2019,06,Import
1585,South Africa,350440131,2019,06,Export
1586,South Africa,581521598,2019,07,Import
1587,South Africa,404090004,2019,07,Export
1588,South Africa,375191415,2019,08,Export
1589,South Africa,413566741,2019,08,Import
1590,South Africa,547485828,2019,09,Import
1591,South Africa,320031584,2019,09,Export
1592,South Africa,520296969,2019,10,Import
1593,South Africa,414525023,2019,10,Export
1594,South Africa,598397182,2019,11,Import
1595,South Africa,308000452,2019,11,Export
1596,South Africa,541268255,2019,12,Import
1597,South Africa,341753928,2019,12,Export
1598,South Africa,467295326,2020,01,Import
1599,South Africa,297039424,2020,01,Export
1600,South Africa,362798452,2020,02,Export
1601,South Africa,637579399,2020,02,Import
1602,South Africa,885996325,2020,03,Import
1603,South Africa,324687694,2020,03,Export
1604,South Africa,93986722,2020,04,Export
1605,South Africa,184492357,2020,04,Import
1606,South Africa,214382173,2020,05,Export
1607,South Africa,231287858,2020,05,Import
1608,South Africa,208270038,2020,06,Import
1609,South Africa,255299553,2020,06,Export
1610,South Africa,300657096,2020,07,Import
1611,South Africa,273725115,2020,07,Export
1612,South Africa,511641878,2020,08,Import
1613,South Africa,387546575,2020,08,Export
1614,South Africa,392380525,2020,09,Export
1615,South Africa,443588680,2020,09,Import
1616,South Africa,289436521,2020,10,Export
1617,South Africa,590940752,2020,10,Import
1618,South Africa,260736429,2020,11,Export
1619,South Africa,792258439,2020,11,Import
1620,South Africa,347339854,2020,12,Export
1621,South Africa,1422776303,2020,12,Import
1622,South Africa,790956303,2021,01,Export
1623,South Africa,832989360,2021,01,Import
1624,Spain,142356374,2019,01,Import
1625,Spain,331069587,2019,01,Export
1626,Spain,105608449,2019,02,Import
1627,Spain,397429197,2019,02,Export
1628,Spain,147175270,2019,03,Import
1629,Spain,432714749,2019,03,Export
1630,Spain,136150689,2019,04,Import
1631,Spain,351535419,2019,04,Export
1632,Spain,163077361,2019,05,Import
1633,Spain,474173785,2019,05,Export
1634,Spain,140793762,2019,06,Import
1635,Spain,277819019,2019,06,Export
1636,Spain,145595744,2019,07,Import
1637,Spain,280614669,2019,07,Export
1638,Spain,276978867,2019,08,Export
1639,Spain,173009256,2019,08,Import
1640,Spain,147833807,2019,09,Import
1641,Spain,324038495,2019,09,Export
1642,Spain,126266720,2019,10,Import
1643,Spain,276756499,2019,10,Export
1644,Spain,118281188,2019,11,Import
1645,Spain,394702519,2019,11,Export
1646,Spain,106587010,2019,12,Import
1647,Spain,429469778,2019,12,Export
1648,Spain,148717331,2020,01,Import
1649,Spain,289253904,2020,01,Export
1650,Spain,330415027,2020,02,Export
1651,Spain,101589357,2020,02,Import
1652,Spain,272023902,2020,03,Export
1653,Spain,101138058,2020,03,Import
1654,Spain,93406584,2020,04,Export
1655,Spain,67434032,2020,04,Import
1656,Spain,120031834,2020,05,Import
1657,Spain,222452917,2020,05,Export
1658,Spain,109724375,2020,06,Import
1659,Spain,246983393,2020,06,Export
1660,Spain,102930262,2020,07,Import
1661,Spain,294764259,2020,07,Export
1662,Spain,80048144,2020,08,Import
1663,Spain,257088120,2020,08,Export
1664,Spain,254769625,2020,09,Export
1665,Spain,99895959,2020,09,Import
1666,Spain,259513089,2020,10,Export
1667,Spain,116238812,2020,10,Import
1668,Spain,253857728,2020,11,Export
1669,Spain,125032935,2020,11,Import
1670,Spain,310462903,2020,12,Export
1671,Spain,257182370,2020,12,Import
1672,Spain,139676793,2021,01,Import
1673,Spain,345058300,2021,01,Export
1674,Syria,1012663,2019,01,Import
1675,Syria,13361274,2019,01,Export
1676,Syria,1410107,2019,02,Import
1677,Syria,10921992,2019,02,Export
1678,Syria,758944,2019,03,Import
1679,Syria,12531599,2019,03,Export
1680,Syria,940147,2019,04,Import
1681,Syria,9700061,2019,04,Export
1682,Syria,1625880,2019,05,Import
1683,Syria,11653197,2019,05,Export
1684,Syria,522115,2019,06,Import
1685,Syria,9515503,2019,06,Export
1686,Syria,1561055,2019,07,Import
1687,Syria,12657421,2019,07,Export
1688,Syria,19285109,2019,08,Export
1689,Syria,1507342,2019,08,Import
1690,Syria,1024710,2019,09,Import
1691,Syria,11433771,2019,09,Export
1692,Syria,1389770,2019,10,Import
1693,Syria,26277328,2019,10,Export
1694,Syria,1793428,2019,11,Import
1695,Syria,9023132,2019,11,Export
1696,Syria,2165923,2019,12,Import
1697,Syria,12826147,2019,12,Export
1698,Syria,1167394,2020,01,Import
1699,Syria,9788509,2020,01,Export
1700,Syria,9603448,2020,02,Export
1701,Syria,890352,2020,02,Import
1702,Syria,9951790,2020,03,Export
1703,Syria,752712,2020,03,Import
1704,Syria,4231109,2020,04,Export
1705,Syria,1648005,2020,04,Import
1706,Syria,1073417,2020,05,Import
1707,Syria,7870128,2020,05,Export
1708,Syria,15004246,2020,06,Export
1709,Syria,782702,2020,07,Import
1710,Syria,6458887,2020,07,Export
1711,Syria,872116,2020,08,Import
1712,Syria,15437342,2020,08,Export
1713,Syria,8150236,2020,09,Export
1714,Syria,1410652,2020,09,Import
1715,Syria,8605079,2020,10,Export
1716,Syria,1614318,2020,10,Import
1717,Syria,17350329,2020,11,Export
1718,Syria,2191733,2020,11,Import
1719,Syria,10968745,2020,12,Export
1720,Syria,2479419,2020,12,Import
1721,Syria,7905939,2021,01,Export
1722,Syria,932778,2021,01,Import
1723,Brazil,276942001,2019,01,Import
1724,Brazil,307817378,2019,01,Export
1725,Brazil,275871514,2019,02,Import
1726,Brazil,294786983,2019,02,Export
1727,Brazil,347181431,2019,03,Import
1728,Brazil,417715450,2019,03,Export
1729,Brazil,137653884,2019,04,Import
1730,Brazil,253316737,2019,04,Export
1731,Brazil,301005581,2019,05,Import
1732,Brazil,393671676,2019,05,Export
1733,Brazil,197023860,2019,06,Import
1734,Brazil,287023559,2019,06,Export
1735,Brazil,325420702,2019,07,Import
1736,Brazil,313781362,2019,07,Export
1737,Brazil,359547610,2019,08,Export
1738,Brazil,358387870,2019,08,Import
1739,Brazil,180028719,2019,09,Import
1740,Brazil,359928620,2019,09,Export
1741,Brazil,231981996,2019,10,Import
1742,Brazil,329206354,2019,10,Export
1743,Brazil,218225485,2019,11,Import
1744,Brazil,373267271,2019,11,Export
1745,Brazil,192714329,2019,12,Import
1746,Brazil,420726137,2019,12,Export
1747,Brazil,250991141,2020,01,Import
1748,Brazil,348675415,2020,01,Export
1749,Brazil,293756952,2020,02,Export
1750,Brazil,358894656,2020,02,Import
1751,Brazil,243680208,2020,03,Export
1752,Brazil,296153088,2020,03,Import
1753,Brazil,126667268,2020,04,Export
1754,Brazil,205797368,2020,04,Import
1755,Brazil,209229953,2020,05,Export
1756,Brazil,160316542,2020,05,Import
1757,Brazil,268856480,2020,06,Export
1758,Brazil,188335844,2020,06,Import
1759,Brazil,180497110,2020,07,Import
1760,Brazil,304511914,2020,07,Export
1761,Brazil,204826060,2020,08,Import
1762,Brazil,334346159,2020,08,Export
1763,Brazil,412194640,2020,09,Export
1764,Brazil,180374452,2020,09,Import
1765,Brazil,371935366,2020,10,Export
1766,Brazil,231250096,2020,10,Import
1767,Brazil,370655528,2020,11,Export
1768,Brazil,449096554,2020,11,Import
1769,Brazil,391419132,2020,12,Export
1770,Brazil,485009457,2020,12,Import
1771,Brazil,393219021,2021,01,Export
1772,Brazil,277609700,2021,01,Import
1773,United Arab Emirates,2806665870,2019,01,Import
1774,United Arab Emirates,2385183171,2019,01,Export
1775,United Arab Emirates,2387909024,2019,02,Import
1776,United Arab Emirates,2391966078,2019,02,Export
1777,United Arab Emirates,2635343273,2019,03,Import
1778,United Arab Emirates,2760625975,2019,03,Export
1779,United Arab Emirates,2294401278,2019,04,Import
1780,United Arab Emirates,2342731412,2019,04,Export
1781,United Arab Emirates,2503053633,2019,05,Import
1782,United Arab Emirates,3518870676,2019,05,Export
1783,United Arab Emirates,2533429874,2019,06,Import
1784,United Arab Emirates,2084211939,2019,06,Export
1785,United Arab Emirates,2283322249,2019,07,Import
1786,United Arab Emirates,2406052744,2019,07,Export
1787,United Arab Emirates,2235670136,2019,08,Export
1788,United Arab Emirates,2155917085,2019,08,Import
1789,United Arab Emirates,2505329347,2019,09,Import
1790,United Arab Emirates,2268845619,2019,09,Export
1791,United Arab Emirates,2351058604,2019,10,Import
1792,United Arab Emirates,2380481816,2019,10,Export
1793,United Arab Emirates,2726626515,2019,11,Import
1794,United Arab Emirates,2368679130,2019,11,Export
1795,United Arab Emirates,3098933826,2019,12,Import
1796,United Arab Emirates,2402267524,2019,12,Export
1797,United Arab Emirates,3157503001,2020,01,Import
1798,United Arab Emirates,2123964299,2020,01,Export
1799,United Arab Emirates,2923082023,2020,02,Export
1800,United Arab Emirates,2493764703,2020,02,Import
1801,United Arab Emirates,1647779516,2020,03,Export
1802,United Arab Emirates,2006103558,2020,03,Import
1803,United Arab Emirates,611890580,2020,04,Export
1804,United Arab Emirates,859893992,2020,04,Import
1805,United Arab Emirates,1217879530,2020,05,Export
1806,United Arab Emirates,767112857,2020,05,Import
1807,United Arab Emirates,1147435750,2020,06,Import
1808,United Arab Emirates,992480416,2020,06,Export
1809,United Arab Emirates,1632898897,2020,07,Import
1810,United Arab Emirates,1116303624,2020,07,Export
1811,United Arab Emirates,1865954419,2020,08,Import
1812,United Arab Emirates,1162687876,2020,08,Export
1813,United Arab Emirates,1588603262,2020,09,Export
1814,United Arab Emirates,2108539371,2020,09,Import
1815,United Arab Emirates,1494532782,2020,10,Export
1816,United Arab Emirates,2308990339,2020,10,Import
1817,United Arab Emirates,1472318887,2020,11,Export
1818,United Arab Emirates,2401734355,2020,11,Import
1819,United Arab Emirates,1673552550,2020,12,Export
1820,United Arab Emirates,3205511592,2020,12,Import
1821,United Arab Emirates,1563675661,2021,01,Export
1822,United Arab Emirates,3358821103,2021,01,Import
1823,Egypt,138679248,2019,01,Import
1824,Egypt,212952993,2019,01,Export
1825,Egypt,76364579,2019,02,Import
1826,Egypt,188568403,2019,02,Export
1827,Egypt,106388049,2019,03,Import
1828,Egypt,289781837,2019,03,Export
1829,Egypt,182548672,2019,04,Import
1830,Egypt,194479747,2019,04,Export
1831,Egypt,194473067,2019,05,Import
1832,Egypt,335833876,2019,05,Export
1833,Egypt,151893100,2019,06,Import
1834,Egypt,224916913,2019,06,Export
1835,Egypt,131700772,2019,07,Import
1836,Egypt,187986772,2019,07,Export
1837,Egypt,206007759,2019,08,Export
1838,Egypt,254080937,2019,08,Import
1839,Egypt,133777696,2019,09,Import
1840,Egypt,197039700,2019,09,Export
1841,Egypt,104225920,2019,10,Import
1842,Egypt,186686006,2019,10,Export
1843,Egypt,263591284,2019,11,Import
1844,Egypt,227480007,2019,11,Export
1845,Egypt,259826998,2019,12,Import
1846,Egypt,208315848,2019,12,Export
1847,Egypt,148988729,2020,01,Import
1848,Egypt,200288919,2020,01,Export
1849,Egypt,196390328,2020,02,Export
1850,Egypt,86540965,2020,02,Import
1851,Egypt,152487971,2020,03,Export
1852,Egypt,117616357,2020,03,Import
1853,Egypt,85666823,2020,04,Export
1854,Egypt,83352288,2020,04,Import
1855,Egypt,116717453,2020,05,Import
1856,Egypt,131749032,2020,05,Export
1857,Egypt,157066441,2020,06,Import
1858,Egypt,172987754,2020,06,Export
1859,Egypt,148946539,2020,07,Import
1860,Egypt,183875391,2020,07,Export
1861,Egypt,117669289,2020,08,Import
1862,Egypt,193508531,2020,08,Export
1863,Egypt,202003983,2020,09,Export
1864,Egypt,198941762,2020,09,Import
1865,Egypt,171046617,2020,10,Export
1866,Egypt,145544328,2020,10,Import
1867,Egypt,231821311,2020,11,Export
1868,Egypt,227320933,2020,11,Import
1869,Egypt,226357327,2020,12,Export
1870,Egypt,213449841,2020,12,Import
1871,Egypt,242367651,2021,01,Import
1872,Egypt,229409950,2021,01,Export
1873,United Kingdom,687586518,2019,01,Import
1874,United Kingdom,761177969,2019,01,Export
1875,United Kingdom,541270465,2019,02,Import
1876,United Kingdom,726817587,2019,02,Export
1877,United Kingdom,627730465,2019,03,Import
1878,United Kingdom,912367466,2019,03,Export
1879,United Kingdom,525678847,2019,04,Import
1880,United Kingdom,680302956,2019,04,Export
1881,United Kingdom,611008344,2019,05,Import
1882,United Kingdom,774339147,2019,05,Export
1883,United Kingdom,669440110,2019,06,Import
1884,United Kingdom,790878345,2019,06,Export
1885,United Kingdom,604239154,2019,07,Import
1886,United Kingdom,729460851,2019,07,Export
1887,United Kingdom,736174033,2019,08,Export
1888,United Kingdom,609524755,2019,08,Import
1889,United Kingdom,565845406,2019,09,Import
1890,United Kingdom,685520896,2019,09,Export
1891,United Kingdom,488418458,2019,10,Import
1892,United Kingdom,681375012,2019,10,Export
1893,United Kingdom,451602454,2019,11,Import
1894,United Kingdom,622965878,2019,11,Export
1895,United Kingdom,497798042,2019,12,Import
1896,United Kingdom,699140380,2019,12,Export
1897,United Kingdom,835127765,2020,01,Import
1898,United Kingdom,993963750,2020,01,Export
1899,United Kingdom,798178954,2020,02,Export
1900,United Kingdom,497256300,2020,02,Import
1901,United Kingdom,357175506,2020,03,Import
1902,United Kingdom,540064205,2020,03,Export
1903,United Kingdom,160119482,2020,04,Export
1904,United Kingdom,115398437,2020,04,Import
1905,United Kingdom,336967256,2020,05,Export
1906,United Kingdom,436945372,2020,05,Import
1907,United Kingdom,230938794,2020,06,Import
1908,United Kingdom,524417229,2020,06,Export
1909,United Kingdom,302229930,2020,07,Import
1910,United Kingdom,630821144,2020,07,Export
1911,United Kingdom,387320326,2020,08,Import
1912,United Kingdom,682760223,2020,08,Export
1913,United Kingdom,833112964,2020,09,Export
1914,United Kingdom,393585848,2020,09,Import
1915,United Kingdom,766867067,2020,10,Export
1916,United Kingdom,338607840,2020,10,Import
1917,United Kingdom,623091645,2020,11,Export
1918,United Kingdom,412837217,2020,11,Import
1919,United Kingdom,900191269,2020,12,Export
1920,United Kingdom,415588140,2020,12,Import
1921,United Kingdom,759644210,2021,01,Export
1922,United Kingdom,790321473,2021,01,Import
1923,USA,2672049497,2019,01,Import
1924,USA,4511541001,2019,01,Export
1925,USA,2705031094,2019,02,Import
1926,USA,4187092413,2019,02,Export
1927,USA,3082339102,2019,03,Import
1928,USA,4941891338,2019,03,Export
1929,USA,3166296280,2019,04,Import
1930,USA,4171803393,2019,04,Export
1931,USA,3456819275,2019,05,Import
1932,USA,4970699291,2019,05,Export
1933,USA,3167789947,2019,06,Import
1934,USA,4290388969,2019,06,Export
1935,USA,2905583671,2019,07,Import
1936,USA,4525992398,2019,07,Export
1937,USA,4558719199,2019,08,Export
1938,USA,2872308640,2019,08,Import
1939,USA,2782975707,2019,09,Import
1940,USA,4429094174,2019,09,Export
1941,USA,2755352340,2019,10,Import
1942,USA,4658595797,2019,10,Export
1943,USA,2788272105,2019,11,Import
1944,USA,4328493517,2019,11,Export
1945,USA,2571220173,2019,12,Import
1946,USA,4705120736,2019,12,Export
1947,USA,2851072244,2020,01,Import
1948,USA,4448927776,2020,01,Export
1949,USA,4697616966,2020,02,Export
1950,USA,3042873082,2020,02,Import
1951,USA,2061097052,2020,03,Import
1952,USA,3759813200,2020,03,Export
1953,USA,1471385053,2020,04,Export
1954,USA,1417449950,2020,04,Import
1955,USA,2012565029,2020,05,Import
1956,USA,2901814455,2020,05,Export
1957,USA,1825961756,2020,06,Import
1958,USA,3823190292,2020,06,Export
1959,USA,2137618057,2020,07,Import
1960,USA,4416751866,2020,07,Export
1961,USA,2382353400,2020,08,Import
1962,USA,4263249533,2020,08,Export
1963,USA,5218402336,2020,09,Export
1964,USA,1848326394,2020,09,Import
1965,USA,4871101505,2020,10,Export
1966,USA,2132774609,2020,10,Import
1967,USA,4561515829,2020,11,Export
1968,USA,2396540097,2020,11,Import
1969,USA,4897944573,2020,12,Export
1970,USA,2482887612,2020,12,Import
1971,USA,4970382064,2021,01,Export
1972,USA,2945154872,2021,01,Import
1973,Venezuela,321572154,2019,01,Import
1974,Venezuela,11119138,2019,01,Export
1975,Venezuela,359365957,2019,02,Import
1976,Venezuela,42202656,2019,02,Export
1977,Venezuela,689172610,2019,03,Import
1978,Venezuela,50421066,2019,03,Export
1979,Venezuela,616211136,2019,04,Import
1980,Venezuela,2644555,2019,04,Export
1981,Venezuela,387148384,2019,05,Import
1982,Venezuela,4881408,2019,05,Export
1983,Venezuela,521328667,2019,06,Import
1984,Venezuela,9083829,2019,06,Export
1985,Venezuela,404970439,2019,07,Import
1986,Venezuela,2751951,2019,07,Export
1987,Venezuela,5393320,2019,08,Export
1988,Venezuela,428279372,2019,08,Import
1989,Venezuela,399827217,2019,09,Import
1990,Venezuela,5775494,2019,09,Export
1991,Venezuela,433697794,2019,10,Import
1992,Venezuela,21870359,2019,10,Export
1993,Venezuela,357731417,2019,11,Import
1994,Venezuela,79024807,2019,11,Export
1995,Venezuela,770713834,2019,12,Import
1996,Venezuela,5038063,2019,12,Export
1997,Venezuela,621549365,2020,01,Import
1998,Venezuela,68366536,2020,01,Export
1999,Venezuela,72758898,2020,02,Export
2000,Venezuela,587523979,2020,02,Import
2001,Venezuela,497161827,2020,03,Import
2002,Venezuela,62186559,2020,03,Export
2003,Venezuela,54237182,2020,04,Export
2004,Venezuela,68530418,2020,04,Import
2005,Venezuela,34453823,2020,05,Import
2006,Venezuela,39914305,2020,05,Export
2007,Venezuela,2868973,2020,06,Import
2008,Venezuela,4821140,2020,06,Export
2009,Venezuela,1907837,2020,07,Import
2010,Venezuela,11733476,2020,07,Export
2011,Venezuela,90561844,2020,08,Import
2012,Venezuela,88828380,2020,08,Export
2013,Venezuela,331767685,2020,09,Export
2014,Venezuela,109331273,2020,09,Import
2015,Venezuela,6019638,2020,10,Export
2016,Venezuela,185098942,2020,10,Import
2017,Venezuela,6953451,2020,11,Export
2018,Venezuela,162596431,2020,11,Import
2019,Venezuela,13118469,2020,12,Export
2020,Venezuela,5425111,2020,12,Import
2021,Venezuela,6190582,2021,01,Export
2022,Venezuela,9350647,2021,01,Import
